Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Existing Customer,57,2,Graduate,Married,R120K +,Silver,39,4,2,3,34516,1444,33072
Existing Customer,29,0,Post-Graduate,Single,Unknown,Gold,36,4,1,4,34516,1452,33064
Existing Customer,41,3,Graduate,Married,R120K +,Silver,36,3,3,2,34516,1453,33063
Existing Customer,44,3,Uneducated,Married,R80K - R120K,Silver,39,5,2,2,34516,1461,33055
Existing Customer,52,0,College,Married,R120K +,Gold,47,2,1,1,34516,1464,33052
Existing Customer,50,4,Unknown,Married,R80K - R120K,Blue,45,2,1,3,34516,1466,33050
Existing Customer,47,2,Graduate,Married,R60K - R80K,Silver,32,4,2,2,34516,1468,33048
Existing Customer,50,3,Graduate,Single,R120K +,Blue,42,3,1,3,33996,949,33047
Existing Customer,52,2,Unknown,Married,R80K - R120K,Silver,48,6,6,1,34516,1473,33043
Existing Customer,51,3,College,Married,R120K +,Blue,40,3,3,2,34516,1476,33040
Existing Customer,56,1,College,Divorced,R80K - R120K,Blue,36,3,3,3,34516,1477,33039
Attrited Customer,43,2,High School,Married,R120K +,Blue,36,6,2,4,34516,1477,33039
Existing Customer,55,1,Graduate,Single,R120K +,Blue,42,4,2,3,34516,1478,33038
Existing Customer,53,1,College,Married,R80K - R120K,Silver,36,2,2,2,34516,1484,33032
Existing Customer,45,4,Graduate,Single,R120K +,Platinum,34,2,2,1,34516,1488,33028
Existing Customer,36,4,Doctorate,Divorced,R120K +,Blue,31,4,3,4,34516,1491,33025
Existing Customer,59,0,Graduate,Single,R80K - R120K,Silver,36,5,3,3,34516,1494,33022
Existing Customer,38,2,High School,Single,R60K - R80K,Gold,18,1,2,3,34516,1494,33022
Existing Customer,45,2,High School,Married,R80K - R120K,Silver,37,3,2,2,34516,1495,33021
Existing Customer,40,5,Unknown,Married,R80K - R120K,Blue,33,4,2,4,34516,1501,33015
Existing Customer,45,3,Graduate,Divorced,R60K - R80K,Silver,31,2,1,3,34516,1509,33007
Existing Customer,50,1,Unknown,Unknown,R120K +,Silver,45,2,2,0,34516,1514,33002
Existing Customer,51,4,Uneducated,Single,R80K - R120K,Silver,38,4,1,4,34516,1515,33001
Existing Customer,55,2,College,Single,R120K +,Silver,42,2,3,2,34516,1527,32989
Existing Customer,45,2,Graduate,Single,R60K - R80K,Silver,33,4,2,2,34516,1529,32987
Existing Customer,48,3,Graduate,Unknown,R80K - R120K,Platinum,41,3,2,2,34516,1531,32985
Existing Customer,44,1,Unknown,Unknown,R120K +,Blue,36,6,2,2,34516,1533,32983
Existing Customer,55,4,College,Divorced,R80K - R120K,Blue,36,4,2,3,34173,1194,32979
Existing Customer,33,2,College,Single,Unknown,Gold,36,3,1,3,34516,1540,32976
Existing Customer,50,3,Graduate,Divorced,R80K - R120K,Blue,36,4,3,1,34516,1542,32974
Existing Customer,60,1,Doctorate,Single,Unknown,Silver,48,1,2,1,34516,1542,32974
Existing Customer,44,3,College,Married,R60K - R80K,Gold,34,3,1,3,34516,1543,32973
Existing Customer,51,1,Graduate,Married,R80K - R120K,Blue,32,3,2,3,34516,1549,32967
Existing Customer,41,4,Unknown,Married,R60K - R80K,Platinum,26,1,1,2,34516,1559,32957
Existing Customer,49,4,Post-Graduate,Single,R120K +,Silver,38,3,3,1,34516,1562,32954
Existing Customer,38,3,Uneducated,Single,R60K - R80K,Silver,31,5,3,2,34516,1566,32950
Existing Customer,36,2,Graduate,Single,R80K - R120K,Silver,27,5,2,4,34516,1568,32948
Existing Customer,51,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516,1578,32938
Existing Customer,43,3,Post-Graduate,Married,R60K - R80K,Gold,37,6,1,2,34516,1580,32936
Existing Customer,53,1,Graduate,Single,R80K - R120K,Blue,47,1,1,2,34516,1583,32933
Existing Customer,55,1,High School,Single,R80K - R120K,Blue,42,1,4,2,34516,1583,32933
Existing Customer,52,2,Uneducated,Married,R120K +,Silver,43,1,2,2,34516,1588,32928
Existing Customer,38,2,Uneducated,Single,R80K - R120K,Blue,22,2,1,3,34516,1595,32921
Existing Customer,46,2,Uneducated,Divorced,R80K - R120K,Blue,36,6,3,3,34516,1597,32919
Existing Customer,44,2,High School,Unknown,R60K - R80K,Silver,39,1,2,3,34516,1601,32915
Existing Customer,41,3,College,Married,R80K - R120K,Blue,28,1,1,3,34516,1617,32899
Existing Customer,52,1,Graduate,Single,R80K - R120K,Silver,44,2,1,2,34516,1618,32898
Existing Customer,39,2,Unknown,Married,R80K - R120K,Blue,27,3,3,2,34516,1629,32887
Existing Customer,48,1,College,Single,R80K - R120K,Silver,36,6,3,3,34516,1629,32887
Existing Customer,49,4,High School,Married,R120K +,Gold,36,1,1,1,34516,1634,32882
Existing Customer,44,4,Graduate,Single,R120K +,Silver,36,2,2,1,34516,1635,32881
Existing Customer,50,3,Graduate,Married,R120K +,Blue,35,1,1,2,34516,1638,32878
Existing Customer,48,4,Post-Graduate,Single,R120K +,Blue,38,5,2,0,34516,1639,32877
Existing Customer,52,1,Doctorate,Married,R120K +,Blue,41,4,2,2,33864,989,32875
Existing Customer,41,2,Uneducated,Married,R80K - R120K,Gold,33,5,3,2,34516,1642,32874
Existing Customer,60,1,High School,Single,R60K - R80K,Silver,55,5,5,3,34516,1642,32874
Existing Customer,46,2,College,Married,R120K +,Blue,40,1,2,2,34516,1649,32867
Existing Customer,36,2,College,Unknown,R80K - R120K,Blue,22,2,2,3,34516,1652,32864
Existing Customer,44,3,Graduate,Divorced,R60K - R80K,Silver,34,2,3,3,34516,1652,32864
Existing Customer,47,2,Post-Graduate,Single,R120K +,Silver,35,3,3,4,34516,1652,32864
Existing Customer,42,4,High School,Single,R120K +,Blue,35,5,2,2,34516,1658,32858
Existing Customer,50,3,Graduate,Married,R120K +,Blue,38,5,2,4,34516,1662,32854
Existing Customer,39,1,Graduate,Single,R60K - R80K,Gold,36,1,3,2,34516,1662,32854
Existing Customer,45,3,Graduate,Single,R60K - R80K,Silver,34,5,1,1,34516,1664,32852
Existing Customer,51,2,Graduate,Married,R120K +,Blue,44,4,3,3,34516,1666,32850
Existing Customer,29,1,Graduate,Married,R80K - R120K,Silver,36,1,2,1,34516,1666,32850
Existing Customer,47,4,Graduate,Married,R60K - R80K,Silver,33,3,2,1,34516,1679,32837
Existing Customer,44,2,Uneducated,Married,R80K - R120K,Blue,33,3,1,1,34496,1665,32831
Existing Customer,40,2,Doctorate,Married,Unknown,Silver,36,3,2,4,34516,1686,32830
Existing Customer,47,5,Unknown,Single,R120K +,Silver,36,5,2,2,34516,1686,32830
Attrited Customer,32,2,Graduate,Single,R120K +,Gold,22,2,2,3,34516,1692,32824
Existing Customer,57,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516,1698,32818
Existing Customer,43,5,Graduate,Divorced,R120K +,Silver,31,5,3,3,34516,1699,32817
Existing Customer,52,4,College,Single,R80K - R120K,Silver,41,1,1,2,34516,1701,32815
Existing Customer,51,2,Graduate,Married,R120K +,Silver,36,1,1,2,34516,1702,32814
Existing Customer,43,2,Graduate,Single,R80K - R120K,Blue,36,2,2,1,34427,1613,32814
Existing Customer,55,2,Graduate,Single,R80K - R120K,Blue,46,3,1,4,34516,1718,32798
Existing Customer,48,3,Unknown,Unknown,R80K - R120K,Platinum,40,1,2,3,34516,1723,32793
Existing Customer,44,2,Graduate,Married,R80K - R120K,Silver,35,4,1,3,34516,1726,32790
Existing Customer,34,5,Post-Graduate,Single,R80K - R120K,Silver,28,3,3,2,34516,1731,32785
Existing Customer,48,3,College,Married,R120K +,Blue,36,2,3,2,32777,0,32777
Existing Customer,43,4,Uneducated,Single,R120K +,Blue,36,1,1,3,34516,1742,32774
Existing Customer,52,3,Uneducated,Single,R80K - R120K,Blue,40,6,3,2,34516,1757,32759
Existing Customer,40,5,Graduate,Married,Unknown,Silver,24,2,1,2,33441,686,32755
Existing Customer,51,4,Graduate,Single,R120K +,Blue,42,3,2,3,34516,1763,32753
Existing Customer,49,5,Uneducated,Married,R80K - R120K,Silver,30,3,3,2,34516,1768,32748
Existing Customer,43,3,Graduate,Single,R60K - R80K,Platinum,35,4,3,3,34516,1774,32742
Existing Customer,31,2,Graduate,Unknown,R80K - R120K,Silver,22,2,3,2,34516,1780,32736
Attrited Customer,55,2,Unknown,Single,Unknown,Silver,37,2,2,3,34516,1783,32733
Existing Customer,38,3,High School,Single,R60K - R80K,Silver,33,6,1,2,34516,1793,32723
Existing Customer,39,0,Graduate,Single,R80K - R120K,Gold,32,3,1,4,34516,1793,32723
Existing Customer,42,4,High School,Unknown,R80K - R120K,Gold,37,5,1,2,34516,1797,32719
Existing Customer,51,3,High School,Single,R80K - R120K,Silver,38,5,3,4,34516,1802,32714
Existing Customer,46,5,Doctorate,Divorced,R120K +,Blue,31,1,2,2,34516,1802,32714
Existing Customer,44,3,Post-Graduate,Married,R80K - R120K,Blue,32,3,4,2,34516,1807,32709
Existing Customer,43,4,Uneducated,Married,R120K +,Silver,36,1,2,1,34516,1816,32700
Existing Customer,48,3,Graduate,Married,R120K +,Gold,36,1,4,2,34516,1823,32693
Existing Customer,50,2,Graduate,Married,Unknown,Gold,40,2,1,1,34516,1826,32690
Existing Customer,41,3,Unknown,Married,R60K - R80K,Silver,35,2,3,2,33889,1203,32686
Existing Customer,42,5,Unknown,Unknown,R120K +,Blue,36,4,1,2,34516,1839,32677
Existing Customer,43,3,Unknown,Married,R120K +,Silver,33,5,2,3,34516,1844,32672
Existing Customer,47,4,Uneducated,Single,R80K - R120K,Blue,32,3,3,2,34010,1340,32670
Existing Customer,52,1,Unknown,Married,R80K - R120K,Silver,36,6,1,0,34516,1847,32669
Attrited Customer,57,2,Post-Graduate,Single,R80K - R120K,Silver,43,2,3,3,34516,1847,32669
Attrited Customer,52,2,High School,Married,R60K - R80K,Silver,35,4,4,3,33180,511,32669
Existing Customer,51,4,College,Single,R120K +,Gold,33,2,2,2,34516,1848,32668
Existing Customer,43,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516,1858,32658
Existing Customer,58,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516,1864,32652
Existing Customer,50,2,Uneducated,Married,R120K +,Blue,40,3,1,1,34516,1871,32645
Existing Customer,35,3,Post-Graduate,Single,R80K - R120K,Silver,29,5,3,2,34516,1872,32644
Existing Customer,51,3,High School,Single,Unknown,Gold,39,1,1,2,34516,1873,32643
Existing Customer,44,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643,0,32643
Existing Customer,52,2,High School,Single,R60K - R80K,Gold,39,4,1,1,34516,1882,32634
Existing Customer,43,4,Graduate,Single,Unknown,Silver,36,4,3,4,34516,1893,32623
Existing Customer,39,3,Unknown,Single,R80K - R120K,Silver,36,5,3,2,34516,1900,32616
Existing Customer,53,3,College,Single,R120K +,Blue,36,6,2,0,34516,1901,32615
Existing Customer,47,0,Graduate,Married,R80K - R120K,Silver,36,3,2,1,34516,1913,32603
Existing Customer,51,3,Graduate,Single,Unknown,Platinum,42,3,1,4,34516,1913,32603
Existing Customer,50,1,Graduate,Married,R120K +,Silver,38,4,3,3,34516,1915,32601
Existing Customer,44,5,Unknown,Married,R60K - R80K,Silver,38,3,2,2,33521,928,32593
Existing Customer,51,0,Doctorate,Single,R120K +,Platinum,44,3,2,3,34516,1925,32591
Existing Customer,44,4,High School,Single,R60K - R80K,Gold,29,1,2,1,34516,1930,32586
Existing Customer,47,3,Uneducated,Single,Unknown,Silver,33,2,2,3,34516,1930,32586
Existing Customer,42,0,High School,Unknown,R80K - R120K,Silver,35,5,2,3,34516,1934,32582
Existing Customer,43,2,Uneducated,Divorced,R120K +,Silver,24,4,2,0,34516,1938,32578
Existing Customer,52,2,Graduate,Married,R80K - R120K,Silver,45,5,4,2,34516,1938,32578
Existing Customer,48,3,High School,Married,R60K - R80K,Gold,37,6,2,0,34516,1948,32568
Attrited Customer,50,1,Unknown,Single,R120K +,Blue,37,4,3,2,32563,0,32563
Existing Customer,38,2,Post-Graduate,Single,R60K - R80K,Silver,36,3,3,4,34516,1954,32562
Existing Customer,46,3,College,Single,R80K - R120K,Silver,32,2,1,3,34516,1954,32562
Existing Customer,51,4,Uneducated,Single,R120K +,Silver,39,5,2,1,34516,1959,32557
Attrited Customer,40,3,Graduate,Single,R80K - R120K,Blue,20,1,2,2,32554,0,32554
Existing Customer,49,4,High School,Single,Unknown,Silver,30,2,3,2,34516,1963,32553
Attrited Customer,45,5,Unknown,Married,R80K - R120K,Silver,39,2,2,3,34516,1964,32552
Existing Customer,35,0,High School,Single,R80K - R120K,Gold,29,6,2,3,34516,1965,32551
Existing Customer,42,4,Graduate,Single,R80K - R120K,Blue,33,4,2,2,32535,0,32535
Existing Customer,31,0,Graduate,Divorced,R80K - R120K,Silver,19,1,3,3,34516,1984,32532
Existing Customer,44,4,Uneducated,Married,R80K - R120K,Silver,25,3,1,1,34516,1984,32532
Existing Customer,43,2,High School,Married,R80K - R120K,Silver,39,3,1,3,34516,1987,32529
Existing Customer,51,1,Post-Graduate,Married,R120K +,Silver,31,2,5,2,34516,1991,32525
Existing Customer,54,2,Post-Graduate,Married,R60K - R80K,Platinum,42,1,3,1,34516,1996,32520
Existing Customer,38,3,Unknown,Single,R80K - R120K,Silver,36,2,2,3,34516,2008,32508
Existing Customer,50,1,Uneducated,Married,R120K +,Blue,30,6,2,5,34516,2010,32506
Existing Customer,39,1,Unknown,Single,R80K - R120K,Silver,28,3,1,3,34516,2017,32499
Existing Customer,49,5,High School,Married,Unknown,Silver,36,6,2,2,34516,2019,32497
Existing Customer,47,2,High School,Divorced,Unknown,Silver,42,1,2,2,34516,2019,32497
Existing Customer,56,2,College,Single,R60K - R80K,Gold,43,2,1,2,34516,2022,32494
Existing Customer,31,0,College,Married,Unknown,Silver,24,2,3,1,34516,2032,32484
Existing Customer,45,5,Doctorate,Married,R120K +,Silver,36,6,1,4,34516,2038,32478
Existing Customer,46,3,High School,Single,R60K - R80K,Silver,29,4,3,3,34516,2040,32476
Existing Customer,43,1,High School,Married,R80K - R120K,Silver,30,1,1,3,34516,2045,32471
Existing Customer,40,3,College,Divorced,R80K - R120K,Silver,34,2,1,3,34516,2052,32464
Existing Customer,41,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516,2053,32463
Existing Customer,39,1,Uneducated,Single,R80K - R120K,Blue,30,3,1,4,34516,2055,32461
Existing Customer,48,4,College,Married,R60K - R80K,Gold,33,2,2,3,34516,2061,32455
Existing Customer,62,1,Graduate,Single,R120K +,Blue,53,4,3,4,34516,2061,32455
Existing Customer,42,3,Uneducated,Married,R120K +,Platinum,23,3,4,3,34516,2070,32446
Existing Customer,50,1,Unknown,Married,R120K +,Blue,38,4,5,3,34516,2076,32440
Attrited Customer,50,2,High School,Single,R120K +,Blue,42,1,3,2,34162,1723,32439
Existing Customer,45,4,Unknown,Married,R120K +,Blue,33,6,1,3,34516,2086,32430
Existing Customer,40,3,Post-Graduate,Single,R120K +,Blue,26,1,2,1,34516,2088,32428
Existing Customer,53,5,Graduate,Single,R120K +,Gold,36,2,4,1,34516,2088,32428
Existing Customer,50,4,Doctorate,Married,Unknown,Silver,36,3,2,1,34516,2096,32420
Existing Customer,48,2,Unknown,Married,R120K +,Silver,32,3,2,4,34516,2098,32418
Existing Customer,41,3,High School,Single,R80K - R120K,Gold,28,2,2,0,34516,2098,32418
Existing Customer,57,2,Uneducated,Single,R80K - R120K,Blue,53,5,2,4,34516,2099,32417
Existing Customer,50,3,Graduate,Married,R120K +,Blue,42,4,5,3,34516,2099,32417
Existing Customer,55,1,Graduate,Married,R80K - R120K,Blue,36,3,2,4,34516,2102,32414
Existing Customer,57,2,High School,Single,R80K - R120K,Blue,52,6,3,4,32409,0,32409
Existing Customer,41,1,Graduate,Married,R80K - R120K,Blue,30,3,3,2,34516,2109,32407
Existing Customer,46,3,High School,Single,R80K - R120K,Gold,42,3,2,2,34516,2113,32403
Existing Customer,46,4,Unknown,Single,Unknown,Silver,34,1,2,3,33874,1473,32401
Existing Customer,42,3,Graduate,Single,R80K - R120K,Silver,31,2,2,3,34516,2120,32396
Existing Customer,39,5,College,Married,R80K - R120K,Blue,29,3,3,4,34198,1804,32394
Existing Customer,44,3,Unknown,Single,R120K +,Silver,39,2,3,1,34516,2123,32393
Existing Customer,43,3,Graduate,Married,R120K +,Blue,33,3,1,3,34516,2129,32387
Existing Customer,38,3,Unknown,Single,R80K - R120K,Blue,33,6,2,2,34516,2135,32381
Existing Customer,32,2,Uneducated,Single,R80K - R120K,Silver,20,2,3,3,34516,2136,32380
Existing Customer,56,0,High School,Unknown,R120K +,Blue,49,2,2,2,34516,2156,32360
Existing Customer,46,2,Uneducated,Married,R80K - R120K,Blue,38,6,3,2,34516,2165,32351
Existing Customer,52,2,Graduate,Single,R120K +,Blue,44,5,1,1,34516,2174,32342
Existing Customer,52,2,High School,Single,R80K - R120K,Silver,40,3,3,3,34516,2177,32339
Existing Customer,40,2,High School,Married,R80K - R120K,Silver,36,5,3,0,34516,2183,32333
Existing Customer,47,3,Post-Graduate,Unknown,Unknown,Silver,38,2,1,2,33184,855,32329
Existing Customer,52,2,Graduate,Married,R80K - R120K,Blue,41,2,5,1,33256,928,32328
Attrited Customer,51,3,Graduate,Single,R80K - R120K,Gold,36,4,3,3,34516,2201,32315
Existing Customer,40,5,Unknown,Single,R120K +,Silver,31,1,3,3,34516,2203,32313
Existing Customer,41,4,Unknown,Married,R120K +,Silver,36,3,1,4,34516,2205,32311
Existing Customer,46,3,Uneducated,Single,R120K +,Blue,27,4,2,3,34516,2213,32303
Existing Customer,52,2,Uneducated,Unknown,R120K +,Blue,42,1,1,3,33552,1252,32300
Existing Customer,32,1,Uneducated,Single,R60K - R80K,Silver,36,2,3,1,33711,1437,32274
Existing Customer,42,4,Uneducated,Single,R80K - R120K,Silver,36,2,2,1,34516,2253,32263
Existing Customer,50,3,Graduate,Married,R120K +,Blue,41,4,2,3,34516,2253,32263
Existing Customer,32,2,Graduate,Divorced,Unknown,Silver,27,2,3,1,33779,1526,32253
Existing Customer,51,4,Unknown,Married,R120K +,Gold,46,6,1,3,34516,2264,32252
Existing Customer,49,4,Uneducated,Unknown,R60K - R80K,Silver,44,6,3,2,32244,0,32244
Existing Customer,42,4,Graduate,Single,R80K - R120K,Silver,38,2,1,3,34516,2273,32243
Existing Customer,51,4,High School,Single,R120K +,Blue,46,6,3,3,34516,2274,32242
Existing Customer,42,1,Post-Graduate,Single,R60K - R80K,Gold,36,1,1,2,34516,2276,32240
Attrited Customer,50,3,High School,Married,R80K - R120K,Silver,36,5,3,3,34516,2292,32224
Existing Customer,57,3,Post-Graduate,Single,R80K - R120K,Blue,50,3,1,1,34516,2293,32223
Existing Customer,44,1,Unknown,Married,R80K - R120K,Blue,33,2,3,1,32222,0,32222
Attrited Customer,53,0,High School,Single,R120K +,Silver,44,2,4,4,34516,2297,32219
Existing Customer,54,2,College,Married,R80K - R120K,Silver,39,4,1,4,34516,2305,32211
Existing Customer,47,3,College,Married,R120K +,Silver,27,6,3,3,34516,2315,32201
Existing Customer,48,3,Uneducated,Single,R60K - R80K,Gold,40,5,2,5,34516,2317,32199
Existing Customer,46,2,Uneducated,Single,R120K +,Blue,32,2,3,1,34516,2328,32188
Existing Customer,40,4,Unknown,Married,R80K - R120K,Blue,36,2,1,1,34516,2330,32186
Existing Customer,51,0,College,Married,R120K +,Silver,35,5,1,2,34516,2332,32184
Attrited Customer,57,2,Uneducated,Single,R60K - R80K,Silver,49,4,3,3,32182,0,32182
Existing Customer,50,4,High School,Married,R120K +,Blue,41,2,2,2,34516,2353,32163
Attrited Customer,44,1,College,Divorced,R80K - R120K,Silver,39,2,3,2,34516,2361,32155
Existing Customer,53,4,Graduate,Single,Unknown,Gold,41,5,1,2,34516,2374,32142
Existing Customer,50,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516,2381,32135
Existing Customer,49,1,High School,Married,R80K - R120K,Silver,37,4,3,2,34516,2386,32130
Existing Customer,43,2,Graduate,Married,R120K +,Silver,31,6,2,4,34516,2398,32118
Existing Customer,26,0,Uneducated,Unknown,Unknown,Silver,13,1,2,3,34516,2403,32113
Attrited Customer,55,3,Uneducated,Divorced,R80K - R120K,Blue,41,1,3,4,34516,2408,32108
Existing Customer,42,3,Post-Graduate,Unknown,R80K - R120K,Blue,37,1,1,3,32106,0,32106
Existing Customer,51,1,Graduate,Married,R120K +,Gold,37,2,3,1,34516,2417,32099
Existing Customer,51,3,Doctorate,Married,R80K - R120K,Blue,45,5,2,4,32096,0,32096
Existing Customer,58,4,Graduate,Single,R120K +,Blue,52,6,1,0,32090,0,32090
Existing Customer,48,3,Graduate,Married,R60K - R80K,Gold,37,5,1,2,34516,2429,32087
Existing Customer,49,2,Unknown,Married,R80K - R120K,Blue,36,3,1,1,34516,2435,32081
Existing Customer,53,3,Graduate,Single,R120K +,Gold,43,3,1,3,34516,2435,32081
Existing Customer,55,4,Graduate,Single,R120K +,Silver,36,2,2,3,34516,2443,32073
Existing Customer,51,1,Graduate,Married,R120K +,Blue,39,2,3,2,34516,2452,32064
Existing Customer,54,3,Post-Graduate,Single,R80K - R120K,Silver,42,3,1,2,34516,2488,32028
Existing Customer,53,3,Graduate,Single,R80K - R120K,Blue,36,4,3,2,34516,2517,31999
Existing Customer,39,4,Unknown,Single,R120K +,Silver,26,6,2,2,34516,2517,31999
Existing Customer,48,3,Doctorate,Divorced,R120K +,Blue,36,4,3,2,34516,2517,31999
Existing Customer,34,4,Uneducated,Single,R120K +,Blue,36,6,3,2,34516,2517,31999
Existing Customer,34,3,High School,Single,R80K - R120K,Silver,21,6,4,3,34516,2517,31999
Existing Customer,52,2,High School,Single,R80K - R120K,Blue,46,3,3,2,34516,2517,31999
Attrited Customer,41,5,Unknown,Single,R60K - R80K,Gold,32,2,3,4,34516,2517,31999
Existing Customer,44,4,Graduate,Married,R120K +,Blue,32,6,3,4,34516,2517,31999
Existing Customer,62,1,Unknown,Single,R80K - R120K,Blue,55,6,1,4,34516,2517,31999
Attrited Customer,49,2,High School,Divorced,R80K - R120K,Blue,36,4,2,4,34516,2517,31999
Attrited Customer,49,4,Unknown,Single,R120K +,Blue,38,3,3,4,34516,2517,31999
Attrited Customer,48,5,Post-Graduate,Single,R120K +,Silver,41,5,3,1,34516,2517,31999
Existing Customer,41,4,Unknown,Married,R120K +,Blue,34,1,3,3,34516,2517,31999
Existing Customer,49,4,High School,Unknown,R80K - R120K,Blue,31,2,3,3,34516,2517,31999
Existing Customer,44,3,High School,Married,R120K +,Silver,34,3,1,2,34516,2517,31999
Existing Customer,43,3,Unknown,Divorced,R120K +,Blue,30,3,1,2,34516,2517,31999
Attrited Customer,47,3,High School,Married,Unknown,Silver,31,3,3,2,34516,2517,31999
Existing Customer,50,2,Graduate,Married,R80K - R120K,Silver,42,2,3,3,34516,2517,31999
Existing Customer,50,1,Doctorate,Married,R120K +,Blue,39,2,3,2,34516,2517,31999
